	class	excl	len	neg_em	neg_sm	pos_em	pos_sm	quest	text
129	1	0	7	0	0	0	0	0	мы с мариной ну оочень любим заваливать друг друга на аске 
130	1	0	4	0	0	0	1	0	   голова готова  надеюсь  не подведет   
131	1	0	4	0	0	0	0	0	 хахахахахаах     таак     що я пропускаю  
132	1	0	10	0	0	0	0	0	у меня теперь безумное желание написать фик по мин су    очень мне полюбилась эта парочка 
133	1	0	7	0	0	0	0	0	   мы с лизой просто танцевали чтобы согреться но нам сказали что это было забавно 
134	1	0	4	0	0	0	2	0	 пахаххахахха   тож не забудь     тварь эту  
135	1	0	3	0	0	0	0	0	теперь я понял как пишутся хиты  
136	1	0	7	0	0	0	0	0	учим чешский   многие слова очень похожи на украинский 
137	1	0	6	0	0	0	0	0	хах  вот что авто   заграничное   с людьми то делает  хех 
138	1	0	5	0	0	0	1	0	осталась одна в машине   музыку погромче   
139	1	1	5	0	0	0	2	0	хорошей службы    будем с рыжиком хатико d 
140	1	7	3	0	0	0	0	0	 я за     и пусть все будут счастливы      
141	1	0	8	0	0	0	1	0	 ветерок  простите  что долго не отвечал  у нас нет даже ориентировочного времени  как говорится  как только будет готово   
142	1	0	6	0	0	0	0	0	пишу о любимом спортсмене и команде на мушкетёров english   
143	1	0	4	0	0	0	0	0	света будет только тогда  когда я женюсь  а я этого делать не собираюсь     
144	1	0	8	0	0	0	0	0	  ахахаахха устроили тогда тусу у аньки в четвером   денис бедный платил  
145	1	0	8	0	0	0	0	0	 далеко не все  я выхожу в последний момент  и мой внешний вид довольно пугающий 
146	1	0	9	0	0	0	0	0	кстати  в chrome хорошее кеширование  а все мои знакомые думают что он ускоряет интернет 
147	1	0	3	0	0	0	0	0	 просто ты такой секси вот она и потекла              
148	1	0	8	0	0	0	0	1	делаем ставки  сколько раз  завтра на физре даст плоста в снег  
149	1	0	10	0	0	0	0	0	ахахаххахах решнюк конечно крутая материться так никто не может из учителей  и ни у кого мы не можем спросить подобного как у нее   
150	1	1	4	0	0	0	1	0	с добрым утром  завтрак готов    
151	1	0	3	0	0	0	2	2	чего ты ожидаешь от этой зимы        любви    
152	1	0	5	0	0	0	0	0	скоро скоро скоро   у любимой сестры    
153	1	1	4	0	0	0	1	0	очень красивый зверь  моя мечта    
154	1	0	4	0	0	0	0	0	что правда то правда    притон   заебал   
155	1	0	2	0	0	0	0	0	 теперь у меня есть знакомая почти что из москвы    
156	1	0	5	0	0	0	1	0	 друг в друга   ну и типо   случайно   в неё тоже можно  
157	1	0	6	0	0	0	2	0	 решила что тот ублюдок должен смотреть как я пишу и бесится от этого    так что да   
158	1	0	7	0	0	0	0	0	   смотрю тихий дон и одновременно вк сижу  норм так 
159	1	0	8	0	0	0	1	0	теперь я должна не просто состоять в клубе лохов  а возглавлять его в полнейшем одиночестве  d
160	1	1	7	0	0	0	1	1	как стать известным в казанском тви  получить в подарок портрет от     
161	1	0	2	0	0	0	2	1	    мне ответить так же как вчера  d
162	1	0	3	0	0	0	0	1	зачем ты существуешь на этой планете     что бы жить  
163	1	0	6	0	0	0	0	0	  сути мной сказанного не меняет к вашему сожалению    
164	1	0	12	0	0	0	0	0	 грета  наша   собака  любит  воздушные  шары  счастье  любовь  мокрый  нос        sweet dreams 
165	1	0	10	0	0	0	0	0	мне кажется я скоро очень полюблю понедельники  потому что каждую неделю происходит  что то очень классное☺️☺️☺️
166	1	2	5	0	0	0	1	0	   зимние рассветы прекрасны  с добрым утром     
167	1	0	5	0	0	0	0	0	 расклеивать то приеду  но на улице чай этот не попить 
168	1	0	2	0	0	0	2	1	 а за меня ты поработаешь       оокк  
169	1	0	6	0	0	0	1	0	 все ништяк вокруг шум пусть так не кипишуй d йоу
170	1	0	2	0	0	0	0	0	  удачи вам  ребят  все будет хорошо   
171	1	0	4	0	0	0	1	0	   и впрямь  прекрасно    россия   это внезапно    
172	1	0	4	0	0	0	0	0	 пошлите им короткий ответ в рифму       
173	1	0	4	0	0	0	0	0	амбер  ты лучший  lt     ну спасибо х  
174	1	0	5	0	0	0	0	0	    извержение вулкана на полуострове прям мордор   
175	1	0	13	0	0	0	0	1	пересмотрела видео с дня рождения  фраза колодяжки    ребят  вы че  не рэперы    вообще сделала весь вечер 
176	1	0	10	0	0	0	0	0	 ой да ладно тебе  мои переводы больше похожи на пособия по вызову сатаны для начинающих 
177	1	0	3	0	0	0	1	0	с юлечкой       остановка  санчасть  
178	1	0	5	0	0	0	0	0	 всё  теперь всегда буду ставить тебе только пятерочки 
179	1	0	5	0	0	0	0	0	 ахахах  скажи спасибо мне и поим ляхам 
180	1	0	10	0	0	0	0	0	   понял  что не высыпаюсь  когда выбросил телефон с кошельком в мусорку  а обертку от конфеты в карман положил  
181	1	0	10	0	0	0	0	0	мой твиттер   солянка из соционики  яфотографер и просто больных лулзов моего производства  груснаа     
182	1	0	7	0	0	0	0	0	сегодня мне сказали что я идейный человек  не поверила я своим ушам 
183	1	0	7	0	0	0	2	0	   удивительно хорошее настроение весь день    побывала в тетрисе  d
184	1	0	8	0	0	0	0	0	а мы с люзирой  алиной   эльвирой и другими едем         января в любимую сосновку  
185	1	0	6	0	0	0	1	0	 ахахаха  нам еще с тобой в баксет в марте играть   
186	1	1	7	0	0	0	1	0	предвидя свое будущее  скажу  добрым утро уж точно не будет   d
187	1	0	5	0	0	0	0	0	 да не  тут вроде дама постарше  но все равно пиздец  
188	1	1	7	0	0	0	0	0	вот блин  соседка позвала отремонтировать кран и даже спасибо не дала  
189	1	2	10	0	0	0	0	0	 такие ощущения как будто у меня день рождения   счастья  любви  здоровья   и всего того добра   которое только может произойти  
190	1	0	8	0	0	0	0	0	 вообще все что я тебе всерьез хочу сказать оно не твиттерное какоето 
191	1	0	16	0	0	0	0	0	сегодняшний день незабываем ахаха особенно утром началось весело кабинет труда у мальчиком андрей   щас задавлю  и с этой палкой ахахаха 
192	1	0	5	0	0	0	0	0	  ну пусть потешится немножко  только самую малость  
193	1	0	4	0	0	0	0	0	ну это ж надо сказать что у собаки морда хитрожопая     
194	1	0	4	0	0	0	0	0	   благодаря снегу         к моему настроению  
195	1	3	10	0	0	0	0	0	я работаю  работают ваши сайты и приложения  продвижение и копирайтинг  да прибудет с нами сила    
196	1	0	5	0	0	0	1	0	надеюсь  что завтрашний пробник будет не трудным и все его напишут   
197	1	0	7	0	0	0	0	2	 сухарева т н  знаешь такую   меня фбр не найдет 
198	1	0	4	0	0	0	1	0	    маяковский форевер зе бест 
199	1	0	4	0	0	0	2	0	 вроде норм   ничего такого не писали  
200	1	0	3	0	0	0	0	0	 там не видно  кто  видно только сколько 
201	1	0	6	0	0	0	1	0	 да  угадала  но не только по этому    у меня сегодня вообще настроение хорошее
202	1	0	3	0	0	0	1	2	    не любишь      тогда чего тут статусы для него ищешь        
203	1	0	6	0	0	0	0	0	   уу куча планов с машей  теперь только остается ждать   
204	1	0	4	0	0	0	0	0	 я думала ты тут чаще бываешь чем вконтакте  
205	1	0	4	0	0	0	0	1	 можно в вам заглянуть на репетиции  я немножко  разрешите   
206	1	0	3	0	0	0	1	0	 и родить до     а то в армейку почешешь d
207	1	0	5	0	0	0	1	0	он даже бил меня  когда я была беременна  o     ff ru
208	1	0	7	0	0	0	0	0	  добавляйся там будут новости о новых возможностях получить фоловеров 
209	1	0	6	0	0	0	0	0	    и компот  обед по советским стандартам на современном производстве   
210	1	0	13	0	0	0	0	0	сидим с олькой на мойке  курим и представляем  как приезжает бацька  и даёт нам пизды  распрегается  а мы показываем ему чулки 
211	1	1	5	0	0	0	0	0	не люблю морозы за то  что чувствуешь себя не девушкой  а чукчей   
212	1	0	10	0	0	0	1	0	  отличный был день сегодня  к андрюхе на чай сходила и ко мне пришла в гости моя малышка     
213	1	0	2	0	0	0	0	0	     да пусть трындит     
214	1	0	11	0	0	0	1	0	   спасибо      рассказал про замечательную команду tasksel  поставил на свой домашний сервер lamp одной   звездочкой     
215	1	1	10	0	0	0	0	1	  блиин почему не во всех магазинах есть такая штука что бы оплачивать с карточки это не честно           помню как я мучалась  
216	1	0	3	0	0	0	2	0	 ну я не сомневалась   давай уже  жду    
217	1	0	6	0	0	0	1	0	  что ещё  кроме лола  делать в день рождения   
218	1	0	4	0	0	0	0	0	   спасибо ей и вышке за хорошее настроение 
219	1	3	11	0	0	0	1	0	фильмец вообще мировой его надо смотреть не меньше чем с blu ray короче николас кейдж рулит     
220	1	0	19	0	0	0	1	0	ту ду  ту ду  ту ду ту ду ту ду  ту ду ту дуу  ту ду ду ду ду  d
221	1	4	17	0	0	0	0	0	   good gis say    don  t   stop…      bad gis say   don  t stop…      хорошие девочки говорят    нет  остановись …
222	1	0	9	0	0	0	0	0	как же хорошо когда скорость инета   мб сек  сейчас поставил vb буквально за пару минут  
223	1	0	15	0	0	0	1	0	в последнее время мне в асько часто стучат люди у которых в профиле ссылка на vikontakte   ru наивные идиоты  думают я сх
224	1	0	8	0	0	0	3	0	    да я знаю где одинцово   у меня подруга хочет туда переехать в следующем году  
225	1	0	14	0	0	0	1	0	забиться в угол  своей новой квартиры  окружить себя друзьями  курить кальян  смеяться  видеть глаза милой  больше ничего не нужно   
226	1	0	13	0	0	0	1	0	   еще полсотни ключей ушло читателям нашего уютного твиттера    на следующей неделе будут еще раздачи  оставайтесь с нами…
227	1	1	13	0	0	0	1	0	сегодня я никакая  но это приятно   вчера был конкурс и я очень хорошо поплясала  спасибо моему педагогу который всю душу вкладывает
228	1	0	4	0	0	0	0	0	 отпусти меня спать  я ж не встану завтра 
229	1	0	8	0	0	0	0	0	если вы считаете  что никому до вас нет дела  попробуйте пропустить парочку платежей за квартиру  
230	1	0	9	0	0	0	1	0	 я работаю стримером уже   года  я каждый день стримлю    часов  или до    часов если не просплю   
231	1	0	2	0	0	0	0	0	завтра нет пар                                             
232	1	0	5	0	0	0	1	0	    спасибо и тебе удачи и хорошего отдыха 
233	1	0	3	0	0	0	0	0	 ну я же себя безумно люблю  милый мой 
234	1	2	8	0	0	0	0	0	охохох не могу дождаться этого дня    когда я покрашу волосы в голубой цвет  
235	1	4	11	0	0	0	0	0	galatasaray brings me   big snickerses       ✊✊✊ тащии азиз     спор организовал сам босс
236	1	0	7	0	0	0	1	0	 кароче я буду снимать свои штаны вечером ок d
237	1	0	2	0	0	0	0	0	 там нет шапки и нет предупреждений 
238	1	0	8	0	0	0	1	0	   үндэсний үйлдвэрлэлээ  хийж гомдол гаргахад ч хажууд ойрхон    
239	1	0	11	1	0	1	0	0	вот это на самом деле супер полезная вещь   зарядку на смартфоне можно не экономить usb   sportcraft ru 
240	1	0	7	0	0	0	1	0	 можем даже на литр джемисона забиться  кто дальше в лч пройдёт   
241	1	0	2	0	0	0	0	0	 не  доминировать над ним нереально    
242	1	1	13	0	0	0	0	0	пришли друзья  давно не виделись  у детей   бесиво  жены   разговоры и советы  а мужья    мы просто гении политики     
243	1	0	3	0	0	0	1	0	ну почему я в первой группе       
244	1	0	14	0	0	0	0	0	 follow me go  взаимные люди  взаимныйфолловинг  фолловлю всех взаин  читай меня аятебя  читаю взаимно ребят читаем 
245	1	0	8	0	0	0	0	0	смотрю   казино рояль   с дэниэлом крейгом  мой любимый джеймс бонд  
246	1	0	13	0	0	0	1	0	   с днем рождения старший единорог  ихихих d шеннон  сэмми  ряжка  катюша я тебя люблю  lt    http …
247	1	0	9	0	0	0	0	0	 даа для нашего города это своеобразный прорыв  глядишь еще кого смогут привезти    
248	1	0	5	0	0	0	0	0	 благодарствую  дяденько       но боюсь это далеко не предел   
249	1	0	9	0	0	0	2	0	 я исполню его тебе в стиле рэп и выложу на ютуб   и конечно же скину тебе сюда  
250	1	0	10	0	0	0	1	0	хм  черт  у меня дикая привычка все посмотреть как оно там    вот и сейчас в фоне качаю android sdk     d
251	1	1	8	0	0	0	0	0	   финальная панорама концерта  в   мы все немного потанцевали а через   часа у него днюха  ht…
252	1	0	6	0	0	0	1	0	 хочу провести новогоднюю ночь вместе с    луняяш   
253	1	0	4	0	0	0	1	1	 может на твоей   занесли в черный список   
254	1	5	15	0	0	0	0	0	новый год  новый год  кругом слышу  сегодня только   ый день декабря  а для вас  такое ощущение  что    ый   повремените  будет вам нг 
255	1	0	11	0	0	0	0	0	теперь я не жду принца на белом коне а жду вампира на сером   вольво     auto follow back
256	1	0	6	0	0	0	1	0	    ахаахх   давай я посмотрю апотом вместе удалим в
257	1	0	5	0	0	0	2	0	     дин не поможет  он прогуливал уроки латыни  d
258	1	0	5	0	0	0	0	2	  оптимистка чтоли  или просто весёлый человек  
259	1	0	9	0	0	0	1	0	даже если я захочу тебе позвонить  не смогу  так как по нелепой случайности удалился твой номер d
260	1	0	5	0	0	0	1	0	   реквестирую крутых мутт пользователей в сенсеи   
261	1	0	11	0	0	0	0	0	 можно кст написать плохие отзывы  и нам вернут старый твиттер  ибо нехуй  – 
262	1	0	4	0	0	0	1	0	 о да  ты запомнила его фамилию  аве нам  d
263	1	1	5	0	0	0	1	0	ну что   пора   d чувствую на  iphone    gta iv… 
264	1	0	7	0	0	0	3	0	приготовила нам с ромой ужин    картошечка с подливкой   омномном   
265	1	0	10	0	0	0	0	1	хи  жуйк  я щас в окне   пожаловаться   вместо   спам   набрала   срам      но ведь это одно и то же  
266	1	0	5	0	0	0	0	0	 да уж  чеззи немного неадекват        обидел пупсю  
267	1	0	6	0	0	0	1	0	бгыгы  я таки настроил это чудовище под названием гента   
268	1	0	5	0	0	0	1	0	   и только зайка согревайка со мной рядом  без бабайки  
269	1	0	6	0	0	0	0	0	 какой он милый    когда научишься  покажи свои работы  интересно  
270	1	0	12	0	0	0	1	0	занес в блэк лист интернет магазин pro bike ru за пофигистическое отношение к клиентам    или  может быть  они там до сих
271	1	0	11	0	0	0	1	0	 вауу  ты заметила меня  сейчас я приду и беде тебе плакаться  и я правда рада  что ты такую мелочь заметила  
272	1	0	14	0	0	0	1	0	ты рыдаешь при любом удобном случае  ты влюбляешься при любом удобном случае  ты истекаешь кровью при самых неудобных случаях dd
273	1	0	7	0	0	0	0	1	 жолға қашан шығасың  өткендегіні ұмытып кетпейсің ғой 
274	1	0	5	0	0	0	1	0	   ааа  рыбий ротик работает стриптизёром  d
275	1	0	5	0	0	0	0	0	сегодня будет очень крутой  у меня отгул а во вторых   
276	1	0	6	0	0	0	0	0	 ириночке и         всем большой привет вечерний  уюта    
277	1	0	14	0	0	0	1	0	наша мафия самая могучая    в понедельник на работе будет половина народу в лучшем случае  а торги на бирже ожидаются сов
278	1	0	3	0	0	0	1	0	  овер приємність дякуюю  
279	1	1	2	0	0	0	0	0	спасибо  за английский    
280	1	0	3	0	0	0	1	0	марс  антошка и кофе             
281	1	0	3	0	0	0	1	0	когда всё до мелочей на мази    
282	1	0	7	0	0	0	3	1	    уии        а типирь давай поговрим  как твой день прошел   
283	1	0	6	0	0	0	0	0	   шикарно жил  надо поискать свои первые расчетки  
284	1	0	10	0	0	0	1	0	понравилась фраза из полученного техзадания    протокол обмена осуществляется с помощью протокола обмена     
285	1	2	15	0	0	0	1	0	   срочно  max     чудесных рыжих котенка ищут дом  две девочки и мальчик  домашние солнышки ждут хозяев   …
286	1	0	5	0	0	0	1	1	 боишься сделать мне больно по старым ранам     
287	1	0	2	0	0	0	0	0	 поцеловаться   ахахахахах                    
